suite,query_name,disable_zonemap,disable_sketch,mode,run,total_time_s,row_groups_pruned_by_zonemap,segments_pruned_by_zonemap,segments_pruned_by_sketch,vectors_processed
layout_selectivity,random_20_pct,false,true,zonemap_only,2,0.0395,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,2,0.0389,0,0,0,4883
layout_selectivity,random_90_pct,false,true,zonemap_only,2,0.0334,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,2,0.0157,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,2,0.0162,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,2,0.0153,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,2,0.0160,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,2,0.0182,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,2,0.0265,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,2,0.0288,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,2,0.0123,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,2,0.0168,81,0,0,60
layout_selectivity,block_5_pct,false,true,zonemap_only,2,0.0132,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,2,0.0150,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,2,0.0181,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,2,0.0205,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,2,0.0283,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,3,0.0341,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,3,0.0303,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,3,0.0319,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,3,0.0310,0,0,0,4883
layout_selectivity,random_20_pct,false,true,zonemap_only,3,0.0363,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,3,0.0421,0,0,0,4883
layout_selectivity,random_90_pct,false,true,zonemap_only,3,0.0322,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,3,0.0133,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,3,0.0149,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,3,0.0151,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,3,0.0157,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,3,0.0166,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,3,0.0227,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,3,0.0264,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,3,0.0167,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,3,0.0169,81,0,0,60
layout_selectivity,block_5_pct,false,true,zonemap_only,3,0.0165,77,0,0,300
layout_selectivity,block_10_pct,false,true,zonemap_only,3,0.0153,73,0,0,540
layout_selectivity,block_20_pct,false,true,zonemap_only,3,0.0241,65,0,0,1020
layout_selectivity,block_50_pct,false,true,zonemap_only,3,0.0224,41,0,0,2460
layout_selectivity,block_90_pct,false,true,zonemap_only,3,0.0276,8,0,0,4440
layout_selectivity,random_0_1_pct,false,true,zonemap_only,4,0.0284,0,0,0,4883
layout_selectivity,random_1_pct,false,true,zonemap_only,4,0.0315,0,0,0,4883
layout_selectivity,random_5_pct,false,true,zonemap_only,4,0.0295,0,0,0,4883
layout_selectivity,random_10_pct,false,true,zonemap_only,4,0.0371,0,0,0,4883
layout_selectivity,random_20_pct,false,true,zonemap_only,4,0.0390,0,0,0,4883
layout_selectivity,random_50_pct,false,true,zonemap_only,4,0.0400,0,0,0,4883
layout_selectivity,random_90_pct,false,true,zonemap_only,4,0.0295,0,0,0,4883
layout_selectivity,sorted_0_1_pct,false,true,zonemap_only,4,0.0147,81,0,0,60
layout_selectivity,sorted_1_pct,false,true,zonemap_only,4,0.0122,81,0,0,60
layout_selectivity,sorted_5_pct,false,true,zonemap_only,4,0.0158,77,0,0,300
layout_selectivity,sorted_10_pct,false,true,zonemap_only,4,0.0172,73,0,0,540
layout_selectivity,sorted_20_pct,false,true,zonemap_only,4,0.0198,65,0,0,1020
layout_selectivity,sorted_50_pct,false,true,zonemap_only,4,0.0244,41,0,0,2460
layout_selectivity,sorted_90_pct,false,true,zonemap_only,4,0.0297,8,0,0,4440
layout_selectivity,block_0_1_pct,false,true,zonemap_only,4,0.0150,81,0,0,60
layout_selectivity,block_1_pct,false,true,zonemap_only,4,0.0160,81,0,0,60
